province;red;green;blue;x;x
8279;132;160;127;Nexoria8279;x
8280;11;163;21;Nexoria8280;x
8281;206;201;207;Nexoria8281;x
8282;185;18;209;Nexoria8282;x
8283;224;54;73;Nexoria8283;x
8284;169;63;208;Nexoria8284;x
8285;68;243;201;Nexoria8285;x
8286;1;158;188;Nexoria8286;x
8287;99;202;121;Nexoria8287;x
8288;255;239;43;Nexoria8288;x
8289;219;35;246;Nexoria8289;x
8290;222;178;88;Nexoria8290;x
8291;28;65;105;Nexoria8291;x
8292;235;162;179;Nexoria8292;x
8293;109;94;221;Nexoria8293;x
8294;183;213;248;Nexoria8294;x
8295;57;147;219;Nexoria8295;x
8296;180;95;83;Nexoria8296;x
8297;51;45;44;Nexoria8297;x
8298;66;74;192;Nexoria8298;x
8299;211;162;129;Nexoria8299;x
8300;175;207;127;Nexoria8300;x
8301;107;250;188;Nexoria8301;x
8302;73;55;0;Nexoria8302;x
8303;148;79;103;Nexoria8303;x
8304;21;71;48;Nexoria8304;x
8305;18;218;141;Nexoria8305;x
8306;184;249;208;Nexoria8306;x
8307;73;63;241;Nexoria8307;x
8308;252;231;39;Nexoria8308;x
8309;209;209;162;Nexoria8309;x
8310;44;161;179;Nexoria8310;x
8311;112;94;235;Nexoria8311;x
8312;219;163;242;Nexoria8312;x
8313;106;202;12;Nexoria8313;x
8314;43;134;173;Nexoria8314;x
8315;240;149;140;Nexoria8315;x
8316;89;52;132;Nexoria8316;x
8317;3;139;50;Nexoria8317;x
8318;227;86;133;Nexoria8318;x
8319;26;108;36;Nexoria8319;x
8320;96;41;49;Nexoria8320;x
8321;43;73;55;Nexoria8321;x
8322;92;21;227;Nexoria8322;x
8323;211;205;202;Nexoria8323;x
8324;248;171;94;Nexoria8324;x
8325;221;98;2;Nexoria8325;x
8326;196;175;88;Nexoria8326;x
8327;193;185;78;Nexoria8327;x
8328;42;112;100;Nexoria8328;x
8329;230;83;182;Nexoria8329;x
8330;227;127;147;Nexoria8330;x
8331;155;80;225;Nexoria8331;x
8332;127;76;96;Nexoria8332;x
8333;80;46;192;Nexoria8333;x
8334;204;40;61;Nexoria8334;x
8335;116;111;183;Nexoria8335;x
8336;57;204;203;Nexoria8336;x
8337;95;69;161;Nexoria8337;x
8338;100;80;79;Nexoria8338;x
8339;209;177;61;Nexoria8339;x
8340;112;155;177;Nexoria8340;x
8341;89;153;25;Nexoria8341;x
8342;225;21;231;Nexoria8342;x
8343;231;251;39;Nexoria8343;x
8344;79;106;191;Nexoria8344;x
8345;121;192;22;Nexoria8345;x
8346;168;53;3;Nexoria8346;x
8347;161;73;16;Nexoria8347;x
8348;1;93;165;Nexoria8348;x
8349;18;134;230;Nexoria8349;x
8350;158;61;18;Nexoria8350;x
8351;194;61;207;Nexoria8351;x
8352;216;13;124;Nexoria8352;x
8353;82;35;225;Nexoria8353;x
8354;72;128;25;Nexoria8354;x
8355;91;76;128;Nexoria8355;x
8356;190;121;24;Nexoria8356;x
8357;12;212;194;Nexoria8357;x
8358;75;62;133;Nexoria8358;x
8359;241;126;4;Nexoria8359;x
8360;38;70;188;Nexoria8360;x
8361;73;126;161;Nexoria8361;x
8362;136;231;90;Nexoria8362;x
8363;174;224;233;Nexoria8363;x
8364;122;250;128;Nexoria8364;x
8365;164;41;78;Nexoria8365;x
8366;91;164;190;Nexoria8366;x
8367;43;136;19;Nexoria8367;x
8368;186;135;115;Nexoria8368;x
8369;130;223;223;Nexoria8369;x
8370;217;118;76;Nexoria8370;x
8371;153;67;29;Nexoria8371;x
8372;187;93;179;Nexoria8372;x
8373;185;34;100;Nexoria8373;x
8374;64;16;164;Nexoria8374;x
8375;47;145;194;Nexoria8375;x
8376;100;26;219;Nexoria8376;x
8377;8;247;115;Nexoria8377;x
8378;156;176;81;Nexoria8378;x
8379;172;147;26;Nexoria8379;x
8380;68;240;227;Nexoria8380;x
8381;44;94;204;Nexoria8381;x
8382;185;57;205;Nexoria8382;x
8383;191;34;119;Nexoria8383;x
8384;234;52;223;Nexoria8384;x
8385;1;106;66;Nexoria8385;x
8386;35;183;94;Nexoria8386;x
8387;96;243;104;Nexoria8387;x
8388;28;253;224;Nexoria8388;x
8389;129;149;226;Nexoria8389;x
8390;66;167;74;Nexoria8390;x
8391;28;81;117;Nexoria8391;x
8392;44;6;212;Nexoria8392;x
8393;218;134;64;Nexoria8393;x
8394;198;177;110;Nexoria8394;x
8395;84;151;160;Nexoria8395;x
8396;68;202;214;Nexoria8396;x
8397;118;79;244;Nexoria8397;x
8398;153;122;99;Nexoria8398;x
8399;97;229;126;Nexoria8399;x
8400;227;153;13;Nexoria8400;x
8401;141;16;186;Nexoria8401;x
8402;95;19;32;Nexoria8402;x
8403;239;222;67;Nexoria8403;x
8404;154;77;181;Nexoria8404;x
8405;19;202;53;Nexoria8405;x
8406;29;96;78;Nexoria8406;x
8407;229;78;213;Nexoria8407;x
8408;225;228;216;Nexoria8408;x
8409;191;221;79;Nexoria8409;x
8410;110;208;31;Nexoria8410;x
8411;235;89;132;Nexoria8411;x
8412;169;192;231;Nexoria8412;x
8413;89;171;0;Nexoria8413;x
8414;19;163;61;Nexoria8414;x
8415;90;150;25;Nexoria8415;x
8416;122;62;160;Nexoria8416;x
8417;202;79;74;Nexoria8417;x
8418;88;208;59;Nexoria8418;x
8419;110;210;198;Nexoria8419;x
8420;18;238;164;Nexoria8420;x
8421;65;249;78;Nexoria8421;x
8422;104;156;57;Nexoria8422;x
8423;106;130;96;Nexoria8423;x
8424;226;11;83;Nexoria8424;x
8425;208;251;92;Nexoria8425;x
8426;85;63;246;Nexoria8426;x
8427;19;179;55;Nexoria8427;x
8428;41;50;47;Nexoria8428;x
8429;79;203;179;Nexoria8429;x
8430;195;53;105;Nexoria8430;x
8431;246;21;18;Nexoria8431;x
8432;240;198;167;Nexoria8432;x
8433;28;94;31;Nexoria8433;x
8434;237;57;18;Nexoria8434;x
8435;143;211;11;Nexoria8435;x
8436;89;250;255;Nexoria8436;x
8437;229;169;182;Nexoria8437;x
8438;202;39;149;Nexoria8438;x
8439;222;8;218;Nexoria8439;x
8440;213;14;12;Nexoria8440;x
8441;184;25;62;Nexoria8441;x
8442;144;201;148;Nexoria8442;x
8443;65;47;54;Nexoria8443;x
8444;211;44;163;Nexoria8444;x
8445;70;153;1;Nexoria8445;x
8446;218;188;221;Nexoria8446;x
8447;32;88;227;Nexoria8447;x
8448;214;79;0;Nexoria8448;x
8449;40;161;143;Nexoria8449;x
8450;116;251;136;Nexoria8450;x
8451;174;78;62;Nexoria8451;x
8452;7;206;21;Nexoria8452;x
8453;3;232;254;Nexoria8453;x
8454;133;219;160;Nexoria8454;x
8455;47;138;209;Nexoria8455;x
8456;120;212;85;Nexoria8456;x
8457;29;120;127;Nexoria8457;x
8458;15;85;158;Nexoria8458;x
8459;118;215;66;Nexoria8459;x
8460;143;187;138;Nexoria8460;x
8461;128;146;158;Nexoria8461;x
8462;90;74;136;Nexoria8462;x
8463;21;97;66;Nexoria8463;x
8464;150;130;64;Nexoria8464;x
8465;49;183;245;Nexoria8465;x
8466;31;128;164;Nexoria8466;x
8467;174;117;67;Nexoria8467;x
8468;186;106;125;Nexoria8468;x
8469;79;236;35;Nexoria8469;x
8470;253;6;92;Nexoria8470;x
8471;251;26;9;Nexoria8471;x
8472;10;121;99;Nexoria8472;x
8473;80;5;231;Nexoria8473;x
8474;174;17;65;Nexoria8474;x
8475;168;82;209;Nexoria8475;x
8476;80;93;51;Nexoria8476;x
8477;125;196;112;Nexoria8477;x
8478;65;21;27;Nexoria8478;x
8479;183;131;22;Nexoria8479;x
8480;162;199;131;Nexoria8480;x
8481;65;187;181;Nexoria8481;x
8482;108;219;96;Nexoria8482;x
8483;142;184;236;Nexoria8483;x
8484;130;203;2;Nexoria8484;x
8485;59;96;158;Nexoria8485;x
8486;115;87;27;Nexoria8486;x
8487;9;222;133;Nexoria8487;x
8488;190;240;244;Nexoria8488;x
8489;67;49;96;Nexoria8489;x
8490;36;232;0;Nexoria8490;x
8491;47;108;63;Nexoria8491;x
8492;64;110;230;Nexoria8492;x
8493;187;233;95;Nexoria8493;x
8494;232;184;207;Nexoria8494;x
8495;147;17;152;Nexoria8495;x
8496;255;205;19;Nexoria8496;x
8497;127;213;211;Nexoria8497;x
8498;213;173;101;Nexoria8498;x
8499;137;79;174;Nexoria8499;x
8500;155;172;45;Nexoria8500;x
8501;35;136;184;Nexoria8501;x
8502;176;213;108;Nexoria8502;x
8503;97;157;146;Nexoria8503;x
8504;227;26;97;Nexoria8504;x
8505;102;199;202;Nexoria8505;x
8506;255;43;78;Nexoria8506;x
8507;175;113;89;Nexoria8507;x
8508;16;21;21;Nexoria8508;x
8509;124;92;249;Nexoria8509;x
8510;54;72;169;Nexoria8510;x
8511;51;134;63;Nexoria8511;x
8512;205;167;165;Nexoria8512;x
8513;161;90;130;Nexoria8513;x
8514;12;197;198;Nexoria8514;x
8515;77;135;106;Nexoria8515;x
8516;201;160;184;Nexoria8516;x
8517;174;185;25;Nexoria8517;x
8518;149;130;184;Nexoria8518;x
8519;139;137;153;Nexoria8519;x
8520;51;43;29;Nexoria8520;x
8521;218;98;141;Nexoria8521;x
8522;197;230;6;Nexoria8522;x
8523;183;119;159;Nexoria8523;x
8524;168;232;236;Nexoria8524;x
8525;116;159;239;Nexoria8525;x
8526;80;13;30;Nexoria8526;x
8527;244;145;44;Nexoria8527;x
8528;18;196;63;Nexoria8528;x
8529;244;29;61;Nexoria8529;x
8530;127;210;47;Nexoria8530;x
8531;234;227;8;Nexoria8531;x
8532;210;206;41;Nexoria8532;x
8533;9;119;88;Nexoria8533;x
8534;189;163;23;Nexoria8534;x
8535;115;142;73;Nexoria8535;x
8536;240;103;227;Nexoria8536;x
8537;157;87;25;Nexoria8537;x
8538;242;113;40;Nexoria8538;x
8539;155;243;180;Nexoria8539;x
8540;149;210;18;Nexoria8540;x
8541;247;84;152;Nexoria8541;x
8542;156;148;8;Nexoria8542;x
8543;76;232;146;Nexoria8543;x
8544;78;4;168;Nexoria8544;x
8545;249;148;84;Nexoria8545;x
8546;85;60;113;Nexoria8546;x
8547;122;238;12;Nexoria8547;x
8548;32;243;48;Nexoria8548;x
8549;135;153;182;Nexoria8549;x
8550;29;85;225;Nexoria8550;x
8551;106;4;14;Nexoria8551;x
8552;37;133;111;Nexoria8552;x
8553;52;54;211;Nexoria8553;x
8554;5;67;189;Nexoria8554;x
8555;252;157;134;Nexoria8555;x
8556;212;112;190;Nexoria8556;x
8557;121;83;228;Nexoria8557;x
8558;198;115;160;Nexoria8558;x
8559;107;194;84;Nexoria8559;x
8560;110;199;79;Nexoria8560;x
8561;79;111;95;Nexoria8561;x
8562;202;61;73;Nexoria8562;x
8563;25;64;6;Nexoria8563;x
8564;190;143;124;Nexoria8564;x
8565;179;71;62;Nexoria8565;x
8566;141;204;118;Nexoria8566;x
8567;251;30;75;Nexoria8567;x
8568;230;236;118;Nexoria8568;x
8569;3;190;217;Nexoria8569;x
8570;176;61;197;Nexoria8570;x
8571;206;209;114;Nexoria8571;x
8572;199;162;73;Nexoria8572;x
8573;81;164;255;Nexoria8573;x
8574;198;66;173;Nexoria8574;x
8575;123;24;224;Nexoria8575;x
8576;240;61;205;Nexoria8576;x
8577;190;247;194;Nexoria8577;x
8578;233;176;226;Nexoria8578;x
8579;8;184;252;Nexoria8579;x
8580;56;92;73;Nexoria8580;x
8581;242;71;247;Nexoria8581;x
8582;190;152;78;Nexoria8582;x
8583;121;240;174;Nexoria8583;x
8584;220;203;149;Nexoria8584;x
8585;66;126;34;Nexoria8585;x
8586;168;56;237;Nexoria8586;x
8587;66;89;88;Nexoria8587;x
8588;183;193;42;Nexoria8588;x
8589;178;155;142;Nexoria8589;x
8590;77;68;107;Nexoria8590;x
8591;167;86;172;Nexoria8591;x
8592;116;64;57;Nexoria8592;x
8593;186;144;151;Nexoria8593;x
8594;168;196;109;Nexoria8594;x
8595;127;11;0;Nexoria8595;x
8596;26;172;67;Nexoria8596;x
8597;108;229;47;Nexoria8597;x
8598;183;49;155;Nexoria8598;x
8599;108;21;17;Nexoria8599;x
8600;98;67;1;Nexoria8600;x
8601;3;92;142;Nexoria8601;x
8602;236;116;223;Nexoria8602;x
8603;221;60;22;Nexoria8603;x
8604;83;51;51;Nexoria8604;x
8605;91;173;239;Nexoria8605;x
8606;246;203;74;Nexoria8606;x
8607;204;252;108;Nexoria8607;x
8608;109;184;21;Nexoria8608;x
8609;89;243;217;Nexoria8609;x
8610;1;1;232;Nexoria8610;x
8611;167;54;58;Nexoria8611;x
8612;162;206;53;Nexoria8612;x
8613;31;212;26;Nexoria8613;x
8614;26;171;121;Nexoria8614;x
8615;185;73;28;Nexoria8615;x
8616;171;182;184;Nexoria8616;x
8617;231;91;241;Nexoria8617;x
8618;86;240;247;Nexoria8618;x
8619;32;106;98;Nexoria8619;x
8620;107;146;122;Nexoria8620;x
8621;43;234;153;Nexoria8621;x
8622;183;106;234;Nexoria8622;x
8623;192;24;239;Nexoria8623;x
8624;221;4;140;Nexoria8624;x
8625;145;5;36;Nexoria8625;x
8626;255;63;114;Nexoria8626;x
8627;61;161;170;Nexoria8627;x
8628;209;22;206;Nexoria8628;x
8629;73;194;42;Nexoria8629;x
8630;51;27;223;Nexoria8630;x
8631;239;250;237;Nexoria8631;x
8632;234;92;93;Nexoria8632;x
8633;186;21;164;Nexoria8633;x
8634;66;27;121;Nexoria8634;x
8635;41;172;243;Nexoria8635;x
8636;102;40;64;Nexoria8636;x
8637;0;11;3;Nexoria8637;x
8638;196;0;129;Nexoria8638;x
8639;85;39;243;Nexoria8639;x
8640;22;148;37;Nexoria8640;x
8641;99;54;203;Nexoria8641;x
8642;104;36;208;Nexoria8642;x
8643;233;142;41;Nexoria8643;x
8644;240;66;96;Nexoria8644;x
8645;158;224;41;Nexoria8645;x
8646;209;208;49;Nexoria8646;x
8647;75;241;245;Nexoria8647;x
8648;80;208;40;Nexoria8648;x
8649;84;204;228;Nexoria8649;x
8650;82;254;5;Nexoria8650;x
8651;7;224;174;Nexoria8651;x
8652;159;205;31;Nexoria8652;x
8653;218;69;234;Nexoria8653;x
8654;41;215;74;Nexoria8654;x
8655;11;76;217;Nexoria8655;x
8656;113;69;176;Nexoria8656;x
8657;56;30;68;Nexoria8657;x
8658;54;90;27;Nexoria8658;x
8659;59;124;222;Nexoria8659;x
8660;9;225;140;Nexoria8660;x
8661;188;187;99;Nexoria8661;x
8662;49;216;6;Nexoria8662;x
8663;42;140;82;Nexoria8663;x
8664;68;135;230;Nexoria8664;x
8665;108;147;114;Nexoria8665;x
8666;37;247;11;Nexoria8666;x
8667;192;41;151;Nexoria8667;x
8668;163;197;94;Nexoria8668;x
8669;155;38;111;Nexoria8669;x
8670;32;52;251;Nexoria8670;x
8671;138;198;208;Nexoria8671;x
8672;189;162;70;Nexoria8672;x
8673;128;150;241;Nexoria8673;x
8674;21;54;74;Nexoria8674;x
8675;249;10;234;Nexoria8675;x
8676;201;180;165;Nexoria8676;x
8677;23;199;116;Nexoria8677;x
8678;178;94;79;Nexoria8678;x
8679;35;124;189;Nexoria8679;x
8680;169;165;144;Nexoria8680;x
8681;103;237;176;Nexoria8681;x
8682;78;51;111;Nexoria8682;x
8683;235;225;160;Nexoria8683;x
8684;42;102;45;Nexoria8684;x
8685;45;75;51;Nexoria8685;x
8686;165;196;31;Nexoria8686;x
8687;112;159;192;Nexoria8687;x
8688;108;65;7;Nexoria8688;x
8689;213;202;120;Nexoria8689;x
8690;119;94;113;Nexoria8690;x
8691;151;187;236;Nexoria8691;x
8692;139;8;246;Nexoria8692;x
8693;56;116;80;Nexoria8693;x
8694;61;175;39;Nexoria8694;x
8695;156;38;138;Nexoria8695;x
8696;44;22;90;Nexoria8696;x
8697;163;46;8;Nexoria8697;x
8698;197;98;215;Nexoria8698;x
8699;122;37;253;Nexoria8699;x
8700;15;48;212;Nexoria8700;x
8701;176;245;182;Nexoria8701;x
8702;38;67;136;Nexoria8702;x
8703;179;93;106;Nexoria8703;x
8704;28;238;213;Nexoria8704;x
8705;190;118;241;Nexoria8705;x
8706;61;219;179;Nexoria8706;x
8707;76;62;100;Nexoria8707;x
8708;62;37;27;Nexoria8708;x
8709;131;118;154;Nexoria8709;x
8710;118;92;66;Nexoria8710;x
8711;81;117;61;Nexoria8711;x
8712;23;193;165;Nexoria8712;x
8713;198;235;55;Nexoria8713;x
8714;248;132;249;Nexoria8714;x
8715;49;21;253;Nexoria8715;x
8716;194;191;229;Nexoria8716;x
8717;249;179;149;Nexoria8717;x
8718;228;36;38;Nexoria8718;x
8719;112;179;109;Nexoria8719;x
8720;10;204;167;Nexoria8720;x
8721;29;186;83;Nexoria8721;x
8722;85;195;6;Nexoria8722;x
8723;94;194;148;Nexoria8723;x
8724;117;85;240;Nexoria8724;x
8725;24;127;16;Nexoria8725;x
8726;229;104;95;Nexoria8726;x
8727;98;235;150;Nexoria8727;x
8728;218;34;79;Nexoria8728;x
8729;69;58;149;Nexoria8729;x
8730;50;171;143;Nexoria8730;x
8731;81;19;145;Nexoria8731;x
8732;116;35;126;Nexoria8732;x
8733;93;231;248;Nexoria8733;x
8734;96;210;186;Nexoria8734;x
8735;28;163;1;Nexoria8735;x
8736;202;222;248;Nexoria8736;x
8737;99;23;153;Nexoria8737;x
8738;186;240;144;Nexoria8738;x
8739;157;187;179;Nexoria8739;x
8740;31;154;61;Nexoria8740;x
8741;114;249;34;Nexoria8741;x
8742;41;85;153;Nexoria8742;x
8743;176;118;49;Nexoria8743;x
8744;128;247;121;Nexoria8744;x
8745;91;145;45;Nexoria8745;x
8746;27;233;76;Nexoria8746;x
8747;40;63;138;Nexoria8747;x
8748;194;244;81;Nexoria8748;x
8749;168;134;14;Nexoria8749;x
8750;58;221;175;Nexoria8750;x
8751;139;84;54;Nexoria8751;x
8752;230;78;139;Nexoria8752;x
8753;154;80;149;Nexoria8753;x
8754;187;118;161;Nexoria8754;x
8755;95;125;128;Nexoria8755;x
8756;43;173;11;Nexoria8756;x
8757;118;43;112;Nexoria8757;x
8758;200;160;230;Nexoria8758;x
8759;163;78;39;Nexoria8759;x
8760;255;52;89;Nexoria8760;x
8761;173;137;199;Nexoria8761;x
8762;198;105;213;Nexoria8762;x
8763;229;178;6;Nexoria8763;x
8764;69;112;115;Nexoria8764;x
8765;141;249;215;Nexoria8765;x
8766;228;39;52;Nexoria8766;x
8767;67;148;242;Nexoria8767;x
8768;174;90;208;Nexoria8768;x
8769;126;122;51;Nexoria8769;x
8770;129;225;25;Nexoria8770;x
8771;228;5;175;Nexoria8771;x
8772;58;84;119;Nexoria8772;x
8773;89;168;45;Nexoria8773;x
8774;18;203;136;Nexoria8774;x
8775;203;110;57;Nexoria8775;x
8776;130;147;166;Nexoria8776;x
8777;57;145;166;Nexoria8777;x
8778;54;161;230;Nexoria8778;x
8779;20;6;53;Nexoria8779;x
8780;10;43;194;Nexoria8780;x
8781;105;38;149;Nexoria8781;x
8782;233;168;191;Nexoria8782;x
8783;245;245;133;Nexoria8783;x
8784;147;182;19;Nexoria8784;x
8785;45;253;162;Nexoria8785;x
8786;21;136;49;Nexoria8786;x
8787;130;40;161;Nexoria8787;x
8788;98;25;19;Nexoria8788;x
8789;85;73;109;Nexoria8789;x
8790;47;182;135;Nexoria8790;x
8791;26;222;145;Nexoria8791;x
8792;75;239;188;Nexoria8792;x
8793;182;181;154;Nexoria8793;x
8794;20;245;52;Nexoria8794;x
8795;220;10;189;Nexoria8795;x
8796;66;241;190;Nexoria8796;x
8797;38;104;194;Nexoria8797;x
8798;105;27;232;Nexoria8798;x
8799;205;233;255;Nexoria8799;x
8800;213;197;86;Nexoria8800;x
8801;107;224;20;Nexoria8801;x
8802;102;233;232;Nexoria8802;x
8803;188;255;246;Nexoria8803;x
8804;206;22;224;Nexoria8804;x
8805;207;113;194;Nexoria8805;x
8806;255;215;227;Nexoria8806;x
8807;58;146;84;Nexoria8807;x
8808;149;53;225;Nexoria8808;x
8809;188;188;192;Nexoria8809;x
8810;48;40;176;Nexoria8810;x
8811;116;109;33;Nexoria8811;x
8812;191;34;70;Nexoria8812;x
8813;181;22;113;Nexoria8813;x
8814;91;128;201;Nexoria8814;x
8815;33;119;197;Nexoria8815;x
8816;243;16;70;Nexoria8816;x
8817;46;211;87;Nexoria8817;x
8818;176;110;146;Nexoria8818;x
8819;164;147;108;Nexoria8819;x
8820;249;82;42;Nexoria8820;x
8821;207;2;191;Nexoria8821;x
8822;48;109;252;Nexoria8822;x
8823;17;219;24;Nexoria8823;x
8824;137;74;50;Nexoria8824;x
8825;16;61;229;Nexoria8825;x
8826;73;62;143;Nexoria8826;x
8827;225;70;103;Nexoria8827;x
8828;189;9;2;Nexoria8828;x
8829;104;165;44;Nexoria8829;x
8830;198;240;238;Nexoria8830;x
8831;166;33;13;Nexoria8831;x
8832;174;107;241;Nexoria8832;x
8833;113;134;51;Nexoria8833;x
8834;72;44;186;Nexoria8834;x
8835;164;216;221;Nexoria8835;x
8836;73;221;28;Nexoria8836;x
8837;250;153;225;Nexoria8837;x
8838;218;184;199;Nexoria8838;x
8839;177;40;128;Nexoria8839;x
8840;189;153;252;Nexoria8840;x
8841;234;75;238;Nexoria8841;x
8842;52;168;197;Nexoria8842;x
8843;107;43;240;Nexoria8843;x
8844;38;198;97;Nexoria8844;x
8845;54;124;40;Nexoria8845;x
8846;213;4;188;Nexoria8846;x
8847;193;184;246;Nexoria8847;x
8848;217;57;221;Nexoria8848;x
8849;62;163;166;Nexoria8849;x
8850;156;186;170;Nexoria8850;x
8851;148;255;14;Nexoria8851;x
8852;150;101;214;Nexoria8852;x
8853;73;158;42;Nexoria8853;x
8854;69;253;146;Nexoria8854;x
8855;235;19;57;Nexoria8855;x
8856;150;25;111;Nexoria8856;x
8857;220;110;233;Nexoria8857;x
8858;240;182;110;Nexoria8858;x
8859;78;55;124;Nexoria8859;x
8860;237;98;7;Nexoria8860;x
8861;206;96;94;Nexoria8861;x
8862;255;218;153;Nexoria8862;x
8863;56;75;44;Nexoria8863;x
8864;195;186;117;Nexoria8864;x
8865;63;146;236;Nexoria8865;x
8866;25;4;155;Nexoria8866;x
8867;243;46;163;Nexoria8867;x
8868;205;6;25;Nexoria8868;x
8869;34;169;124;Nexoria8869;x
8870;88;198;193;Nexoria8870;x
8871;29;207;182;Nexoria8871;x
8872;65;165;226;Nexoria8872;x
8873;28;42;34;Nexoria8873;x
8874;50;210;249;Nexoria8874;x
8875;45;150;65;Nexoria8875;x
8876;143;150;194;Nexoria8876;x
8877;216;251;136;Nexoria8877;x
8878;34;245;240;Nexoria8878;x
8879;244;230;189;Nexoria8879;x
8880;184;114;68;Nexoria8880;x
8881;166;205;41;Nexoria8881;x
8882;149;44;231;Nexoria8882;x
8883;188;234;134;Nexoria8883;x
8884;184;228;25;Nexoria8884;x
8885;209;188;43;Nexoria8885;x
8886;193;157;51;Nexoria8886;x
8887;106;49;3;Nexoria8887;x
8888;23;177;38;Nexoria8888;x
8889;209;197;213;Nexoria8889;x
8890;57;119;194;Nexoria8890;x
8891;83;25;202;Nexoria8891;x
8892;23;1;226;Nexoria8892;x
8893;231;28;204;Nexoria8893;x
8894;91;109;98;Nexoria8894;x
8895;193;148;123;Nexoria8895;x
8896;190;7;240;Nexoria8896;x
8897;33;246;185;Nexoria8897;x
8898;178;237;189;Nexoria8898;x
8899;9;128;143;Nexoria8899;x
8900;78;84;90;Nexoria8900;x
8901;71;252;38;Nexoria8901;x
8902;95;174;141;Nexoria8902;x
8903;118;196;17;Nexoria8903;x
8904;16;5;123;Nexoria8904;x
8905;174;72;73;Nexoria8905;x
8906;225;216;212;Nexoria8906;x
8907;202;93;123;Nexoria8907;x
8908;113;231;2;Nexoria8908;x
8909;209;109;113;Nexoria8909;x
8910;143;14;36;Nexoria8910;x
8911;97;238;73;Nexoria8911;x
8912;56;36;61;Nexoria8912;x
8913;55;44;120;Nexoria8913;x
8914;60;26;125;Nexoria8914;x
8915;64;17;246;Nexoria8915;x
8916;243;167;132;Nexoria8916;x
8917;239;73;34;Nexoria8917;x
8918;54;144;212;Nexoria8918;x
8919;192;109;113;Nexoria8919;x
8920;249;223;170;Nexoria8920;x
8921;240;14;218;Nexoria8921;x
8922;207;75;104;Nexoria8922;x
8923;240;37;121;Nexoria8923;x
8924;11;80;113;Nexoria8924;x
8925;170;116;249;Nexoria8925;x
8926;172;167;242;Nexoria8926;x
8927;182;184;78;Nexoria8927;x
8928;208;183;48;Nexoria8928;x
8929;208;243;99;Nexoria8929;x
8930;88;58;134;Nexoria8930;x
8931;67;164;239;Nexoria8931;x
8932;4;218;10;Nexoria8932;x
8933;43;44;7;Nexoria8933;x
8934;35;112;128;Nexoria8934;x
8935;234;89;241;Nexoria8935;x
8936;228;151;218;Nexoria8936;x
8937;226;145;146;Nexoria8937;x
8938;155;174;163;Nexoria8938;x
8939;149;14;189;Nexoria8939;x
8940;74;32;106;Nexoria8940;x
8941;210;138;195;Nexoria8941;x
8942;226;119;130;Nexoria8942;x
8943;219;78;46;Nexoria8943;x
8944;214;202;208;Nexoria8944;x
8945;164;25;182;Nexoria8945;x
8946;180;39;170;Nexoria8946;x
8947;233;56;124;Nexoria8947;x
8948;81;125;155;Nexoria8948;x
8949;17;33;157;Nexoria8949;x
8950;196;1;66;Nexoria8950;x
8951;220;126;3;Nexoria8951;x
8952;115;181;60;Nexoria8952;x
8953;214;148;93;Nexoria8953;x
8954;63;139;167;Nexoria8954;x
8955;78;27;53;Nexoria8955;x
8956;213;200;23;Nexoria8956;x
8957;25;121;115;Nexoria8957;x
8958;79;26;242;Nexoria8958;x
8959;56;95;199;Nexoria8959;x
8960;224;137;187;Nexoria8960;x
8961;105;52;49;Nexoria8961;x
8962;211;155;229;Nexoria8962;x
8963;104;194;21;Nexoria8963;x
8964;114;102;12;Nexoria8964;x
8965;246;187;191;Nexoria8965;x
8966;74;212;171;Nexoria8966;x
8967;119;45;25;Nexoria8967;x
8968;214;148;106;Nexoria8968;x
8969;80;151;157;Nexoria8969;x
8970;28;16;36;Nexoria8970;x
8971;194;11;221;Nexoria8971;x
8972;29;6;112;Nexoria8972;x
8973;213;209;206;Nexoria8973;x
8974;144;149;206;Nexoria8974;x
8975;51;186;220;Nexoria8975;x
8976;241;127;20;Nexoria8976;x
8977;49;125;125;Nexoria8977;x
8978;99;205;255;Nexoria8978;x
8979;190;134;13;Nexoria8979;x
8980;172;98;87;Nexoria8980;x
8981;32;119;54;Nexoria8981;x
8982;92;40;222;Nexoria8982;x
8983;64;31;102;Nexoria8983;x
8984;204;203;209;Nexoria8984;x
8985;4;14;182;Nexoria8985;x
8986;11;255;210;Nexoria8986;x
8987;249;69;213;Nexoria8987;x
8988;192;174;200;Nexoria8988;x
8989;168;216;30;Nexoria8989;x
8990;192;187;139;Nexoria8990;x
8991;214;42;73;Nexoria8991;x
8992;179;122;59;Nexoria8992;x
8993;237;218;210;Nexoria8993;x
8994;83;50;206;Nexoria8994;x
8995;255;83;167;Nexoria8995;x
8996;38;222;201;Nexoria8996;x
8997;187;27;249;Nexoria8997;x
8998;198;68;120;Nexoria8998;x
8999;68;144;4;Nexoria8999;x
9000;78;117;93;Nexoria9000;x
9001;176;214;205;Nexoria9001;x
9002;188;236;211;Nexoria9002;x
9003;75;132;198;Nexoria9003;x
9004;130;166;234;Nexoria9004;x
9005;117;6;4;Nexoria9005;x
9006;133;98;239;Nexoria9006;x
9007;153;52;185;Nexoria9007;x
9008;254;150;173;Nexoria9008;x
9009;127;118;88;Nexoria9009;x
9010;176;130;103;Nexoria9010;x
9011;225;248;111;Nexoria9011;x
9012;55;171;172;Nexoria9012;x
9013;155;110;99;Nexoria9013;x
9014;152;20;64;Nexoria9014;x
